"Brand_Reg","Model_No","SoldIn","Country","screensize","Screen_Area","Screen_Tech","Pasv_stnd_power","Avg_mode_power","Labelled energy consumption (kWh/year)","SubmitStatus","Product Class","Availability Status","Star2","Star Rating Index","Power supply","Brand_Reg_Upper","screensize_by_inches","Screensize category"
"SHARP","2T-C32EG1X","Australia,Fiji,New Zealand","Malaysia",80.043,2737.0770999999995,"LCD (LED)","0.34",29.15,110,"Approved","Single product class","Available",5.5,5.800164961009463,"Internal","SHARP",31.512992125984255,"32 inch"
"SHARP","2T-C42EG1X","Australia,Fiji,New Zealand","Malaysia",105.415,4682.5925,"LCD (LED)","0.44",53,197,"Approved","Single product class","Available",5,5.198720591823303,"Internal","SHARP",41.50196850393701,"40 inch"
"SHARP","4T-C50DK1X","Australia,Fiji,New Zealand","Malaysia",125.727,6754.5112,"LCD (LED)","0.46",84.4,312,"Approved","Single product class","Available",4.5,4.5974627946475835,"Internal","SHARP",49.4988188976378,"48 inch"
"SHARP","4T-C70DL1X","Australia,Fiji,New Zealand","Malaysia",176.563,13320.853056,"LCD (LED)","0.49",123.94,457,"Approved","Single product class","Available",5.5,5.7179341816321125,"Internal","SHARP",69.51299212598424,"70+ inch"
"BLAUPUNKT","BP430FSG9700C","Australia,Fiji,New Zealand","China",107.863,4972.599999999999,"LCD","0.25",54.04,199,"Approved","Single product class","Available",5,5.388613081049771,"Internal","BLAUPUNKT",42.46574803149606,"40 inch"
"Kodak","KD55WOS2","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD","0.33",69.64,256,"Approved","Single product class","Available",6,6.293361671010194,"Internal","KODAK",54.63897637795275,"50 inch"
"Linsar","LS75UHDNF","Australia,Fiji,New Zealand","China",189.306,15312,"LCD (LED)","0.51",127.7,469,"Approved","Single product class","Available",6,6.196865743103114,"Internal","LINSAR",74.52992125984252,"70+ inch"
"Blaupunkt","BP58WOS","Australia,New Zealand","China",146.068,9162.865152,"LCD (LED)","0.3485",105.156,405,"Approved","Single product class","Available",4.5,4.68289179339109,"Internal","BLAUPUNKT",57.50708661417323,"60 inch"
"LOEWE","BILD i65","Australia,New Zealand","Germany",163.857,11440,"OLED","0.27",114,418,"Approved","Single product class","Available",5,5.472198053824738,"Internal","LOEWE",64.51062992125983,"60 inch"
"LOEWE","BILD i55","Australia,New Zealand","Germany",138.798,8228,"OLED","0.26",96.5,354,"Approved","Single product class","Available",4.5,4.839782994637874,"Internal","LOEWE",54.64488188976378,"50 inch"
"LOEWE","BILD i48","Australia,New Zealand","Germany",120.713,6227.84,"OLED","0.3",74.4,274,"Approved","Single product class","Available",4.5,4.851142784766627,"Internal","LOEWE",47.5248031496063,"48 inch"
"Blaupunkt","BP500USG9700","Australia,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.3706",86.04,332,"Approved","Single product class","Available",5,5.1283827912446815,"Internal","BLAUPUNKT",54.63897637795275,"50 inch"
"KONKA","KUD50WT702AN","New Zealand","China",125.731,6754.867344,"LCD","0.34",71.99,267,"Approved","Single product class","Available",5,5.295678364518265,"Internal","KONKA",49.5003937007874,"48 inch"
"KONKA","KUD55WT702AN","New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.34",86.54,320,"Approved","Single product class","Available",5,5.293361671010193,"Internal","KONKA",54.63897637795275,"50 inch"
"FFALCON","FF55RU62","Australia,Fiji,New Zealand","China",138.711,8221.2,"LCD (LED)","0.439",41.8,190,"Approved","Single product class","Available",7,7.625034577249296,"Internal","FFALCON",54.61062992125985,"50 inch"
"SHARP","4T-C60DL1X","Australia,Fiji,New Zealand","Malaysia",152.663,9958.2104,"LCD (LED)","0.43",137,504,"Approved","Single product class","Available",4,4.050393944753631,"Internal","SHARP",60.10354330708662,"60 inch"
"BAUHN","ATV50UHDT-0323","Australia,Fiji,New Zealand","China",125.727,6754.5112,"LCD","0.39",56.7,225,"Approved","Single product class","Available",6,6.0624515145983064,"Internal","BAUHN",49.4988188976378,"48 inch"
"BAUHN","ATV75UHDT-0423","Australia,Fiji,New Zealand","China",189.219,15302.72,"LCD","-",108.1,480,"Approved","Single product class","Available",6,6.090373500678537,"Internal","BAUHN",74.49566929133857,"70+ inch"
"KONKA","KDL40WE680AN","New Zealand","China",100.332,4261.934154240001,"LCD (LED)","0.38",44.99,175,"Approved","Single product class","Available",5,5.364749558330739,"Internal","KONKA",39.5007874015748,"40 inch"
"KONKA","KDL32WE680AN","New Zealand","China",80.039,2736.7112736,"LCD (LED)","0.338",31.1544,122,"Approved","Single product class","Available",5,5.335678717207596,"Internal","KONKA",31.511417322834646,"32 inch"
"SONY","XR-55X90L","Australia,New Zealand","Malaysia",138.798,8228,"LCD (LED)","0.5",121,450,"Approved","Single product class","Available",3.5,3.764463236493867,"Internal","SONY",54.64488188976378,"50 inch"
"SONY","XR-65X90L","Australia,New Zealand","Malaysia",163.878,11481.120000000003,"LCD (LED)","0.5",144.3,535,"Approved","Single product class","Available",4,4.381402573498731,"Internal","SONY",64.51889763779526,"60 inch"
"LG","OLED42C3PSA","Australia,New Zealand","Indonesia,South Korea",105.52,4757.6080999999995,"OLED","0.4",63,232,"Approved","Single product class","Available",4.5,4.527878970799845,"Internal","LG",41.54330708661417,"40 inch"
"LG","OLED42C36LA","Australia,New Zealand","Indonesia,South Korea",105.52,4757.6080999999995,"OLED","0.4",63,232,"Approved","Single product class","Available",4.5,4.527878970799845,"Internal","LG",41.54330708661417,"40 inch"
"LG","OLED48A3PSA","Australia,New Zealand","Indonesia,South Korea",120.721,6226.9196,"OLED","0.4",75,276,"Approved","Single product class","Available",4.5,4.817955102606061,"Internal","LG",47.52795275590551,"48 inch"
"LG","OLED48A36LA","Australia,New Zealand","Indonesia,South Korea",120.721,6226.9196,"OLED","0.4",75,276,"Approved","Single product class","Available",4.5,4.817955102606061,"Internal","LG",47.52795275590551,"48 inch"
"LG","OLED48C3PSA","Australia,New Zealand","Indonesia,South Korea",120.721,6226.9196,"OLED","0.4",77,284,"Approved","Single product class","Available",4.5,4.689905816504032,"Internal","LG",47.52795275590551,"48 inch"
"LG","OLED48C36LA","Australia,New Zealand","Indonesia,South Korea",120.721,6226.9196,"OLED","0.4",77,284,"Approved","Single product class","Available",4.5,4.689905816504032,"Internal","LG",47.52795275590551,"48 inch"
"LG","OLED55A3PSA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"OLED","0.4",84,309,"Approved","Single product class","Available",5,5.450120486983198,"Internal","LG",54.63897637795275,"50 inch"
"LG","OLED55A36LA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"OLED","0.4",84,309,"Approved","Single product class","Available",5,5.450120486983198,"Internal","LG",54.63897637795275,"50 inch"
"LG","OLED55B3PSA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"OLED","0.4",99,364,"Approved","Single product class","Available",4.5,4.716007447308886,"Internal","LG",54.63897637795275,"50 inch"
"LG","OLED55B36LA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"OLED","0.4",99,364,"Approved","Single product class","Available",4.5,4.716007447308886,"Internal","LG",54.63897637795275,"50 inch"
"LG","OLED55C3PSA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"OLED","0.4",95,349,"Approved","Single product class","Available",4.5,4.904594324171205,"Internal","LG",54.63897637795275,"50 inch"
"LG","OLED55C36LA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"OLED","0.4",95,349,"Approved","Single product class","Available",4.5,4.904594324171205,"Internal","LG",54.63897637795275,"50 inch"
"LG","OLED55G3PSA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"OLED","0.4",115,422,"Approved","Single product class","Available",4,4.053423000980519,"Internal","LG",54.63897637795275,"50 inch"
"LG","OLED55G36LA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"OLED","0.4",115,422,"Approved","Single product class","Available",4,4.053423000980519,"Internal","LG",54.63897637795275,"50 inch"
"LG","OLED65A3PSA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"OLED","0.4",103,378,"Approved","Single product class","Available",5.5,5.936976031991449,"Internal","LG",64.52637795275591,"60 inch"
"LG","OLED65A36LA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"OLED","0.4",103,378,"Approved","Single product class","Available",5.5,5.936976031991449,"Internal","LG",64.52637795275591,"60 inch"
"LG","OLED65B3PSA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"OLED","0.4",121,444,"Approved","Single product class","Available",5,5.215779448604507,"Internal","LG",64.52637795275591,"60 inch"
"LG","OLED65B36LA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"OLED","0.4",121,444,"Approved","Single product class","Available",5,5.215779448604507,"Internal","LG",64.52637795275591,"60 inch"
"LG","OLED65C3PSA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"OLED","0.4",112,411,"Approved","Single product class","Available",5.5,5.561885564963837,"Internal","LG",64.52637795275591,"60 inch"
"LG","OLED65C36LA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"OLED","0.4",112,411,"Approved","Single product class","Available",5.5,5.561885564963837,"Internal","LG",64.52637795275591,"60 inch"
"LG","OLED65G3PSA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"OLED","0.4",145,532,"Approved","Single product class","Available",4,4.405453871887269,"Internal","LG",64.52637795275591,"60 inch"
"LG","OLED65G36LA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"OLED","0.4",145,532,"Approved","Single product class","Available",4,4.405453871887269,"Internal","LG",64.52637795275591,"60 inch"
"LG","OLED77B3PSA","Australia,New Zealand","Indonesia,South Korea",194.738,16204.123099999999,"OLED","0.4",158,579,"Approved","Single product class","Available",5,5.495605745230539,"Internal","LG",76.66850393700787,"70+ inch"
"LG","OLED77B36LA","Australia,New Zealand","Indonesia,South Korea",194.738,16204.123099999999,"OLED","0.4",158,579,"Approved","Single product class","Available",5,5.495605745230539,"Internal","LG",76.66850393700787,"70+ inch"
"LG","OLED77C3PSA","Australia,New Zealand","Indonesia,South Korea",194.738,16204.123099999999,"OLED","0.4",153,561,"Approved","Single product class","Available",5.5,5.637136037566116,"Internal","LG",76.66850393700787,"70+ inch"
"LG","OLED77C36LA","Australia,New Zealand","Indonesia,South Korea",194.738,16204.123099999999,"OLED","0.4",153,561,"Approved","Single product class","Available",5.5,5.637136037566116,"Internal","LG",76.66850393700787,"70+ inch"
"LG","OLED77G3PSA","Australia,New Zealand","Indonesia,South Korea",194.738,16204.123099999999,"OLED","0.4",196,718,"Approved","Single product class","Available",4.5,4.531351612821171,"Internal","LG",76.66850393700787,"70+ inch"
"LG","OLED77G36LA","Australia,New Zealand","Indonesia,South Korea",194.738,16204.123099999999,"OLED","0.4",196,718,"Approved","Single product class","Available",4.5,4.531351612821171,"Internal","LG",76.66850393700787,"70+ inch"
"LG","OLED77Z3PSA","Australia,New Zealand","Indonesia,South Korea",194.738,16204.123099999999,"OLED","0.4",238,871,"Approved","Single product class","Available",3.5,3.6656648982977846,"Internal","LG",76.66850393700787,"70+ inch"
"LG","OLED83C3PSA","Australia,New Zealand","Indonesia,South Korea",209.585,18769.3425,"OLED","0.4",179,656,"Approved","Single product class","Available",5.5,5.569202635476063,"Internal","LG",82.51377952755905,"70+ inch"
"LG","OLED83C36LA","Australia,New Zealand","Indonesia,South Korea",209.585,18769.3425,"OLED","0.4",179,656,"Approved","Single product class","Available",5.5,5.569202635476063,"Internal","LG",82.51377952755905,"70+ inch"
"LG","OLED83G3PSA","Australia,New Zealand","Indonesia,South Korea",209.585,18769.3425,"OLED","0.4",181,663,"Approved","Single product class","Available",5.5,5.521635940497602,"Internal","LG",82.51377952755905,"70+ inch"
"LG","OLED83G36LA","Australia,New Zealand","Indonesia,South Korea",209.585,18769.3425,"OLED","0.4",181,663,"Approved","Single product class","Available",5.5,5.521635940497602,"Internal","LG",82.51377952755905,"70+ inch"
"BAUHN","ATV24HDG-0223","Australia,Fiji,New Zealand","China",59.774,1526.53,"LCD (LED)","0.25",16.17,84,"Approved","Single product class","Available",5,5.063138326718788,"EPS","BAUHN",23.53307086614173,"24 inch"
"Sony","KD-75X80L","Australia,New Zealand","Malaysia",189.306,15312,"LCD (LED)","0.5",187.9,692,"Approved","Single product class","Available",4,4.453668662656631,"Internal","SONY",74.52992125984252,"70+ inch"
"Sony","KD-85X80L","Australia,New Zealand","Malaysia",214.783,19712.16,"LCD (LED)","0.5",238.7,878,"Approved","Single product class","Available",4,4.47485412095893,"Internal","SONY",84.56023622047243,"70+ inch"
"SAMSUNG ELECTRONICS","QA65Q60CAW","Australia,Fiji,New Zealand","Vietnam",163.897,11477.9975,"LCD (LED)","0.5",107,394,"Approved","Single product class","Available",5.5,5.751191081298563,"Internal","SAMSUNG ELECTRONICS",64.52637795275591,"60 inch"
"SAMSUNG ELECTRONICS","QA65Q60CAS","Australia,Fiji,New Zealand","Vietnam",163.897,11477.9975,"LCD (LED)","0.5",107,394,"Approved","Single product class","Available",5.5,5.751191081298563,"Internal","SAMSUNG ELECTRONICS",64.52637795275591,"60 inch"
"SAMSUNG ELECTRONICS","QA65Q63CAS","Australia,Fiji,New Zealand","Vietnam",163.897,11477.9975,"LCD (LED)","0.5",107,394,"Approved","Single product class","Available",5.5,5.751191081298563,"Internal","SAMSUNG ELECTRONICS",64.52637795275591,"60 inch"
"SAMSUNG ELECTRONICS","QA65Q6*CA*","Australia,Fiji,New Zealand","Vietnam",163.897,11477.9975,"LCD (LED)","0.5",107,394,"Approved","Single product class","Available",5.5,5.751191081298563,"Internal","SAMSUNG ELECTRONICS",64.52637795275591,"60 inch"
"yokohama","YOKT55Q8","Australia","Australia",139.332,8286.300000000001,"LCD","-",75.58,278,"Approved","Single product class","Available",5.5,5.952001359469709,"Internal","YOKOHAMA",54.85511811023622,"50 inch"
"yokohama","YOKT65Q8","Australia","Australia",164.003,11482.9,"LCD","-",148.05,542,"Approved","Single product class","Available",4,4.323802247529118,"Internal","YOKOHAMA",64.56811023622046,"60 inch"
"SAMSUNG ELECTRONICS","QA50Q60CAS","Australia,Fiji,New Zealand","Vietnam",125.727,6754.5112,"LCD (LED)","0.5",76,280,"Approved","Single product class","Available",5,5.082413329865411,"Internal","SAMSUNG ELECTRONICS",49.4988188976378,"48 inch"
"SAMSUNG ELECTRONICS","QA50Q63CAS","Australia,Fiji,New Zealand","Vietnam",125.727,6754.5112,"LCD (LED)","0.5",76,280,"Approved","Single product class","Available",5,5.082413329865411,"Internal","SAMSUNG ELECTRONICS",49.4988188976378,"48 inch"
"SAMSUNG ELECTRONICS","QA50Q6*CA*","Australia,Fiji,New Zealand","Vietnam",125.727,6754.5112,"LCD (LED)","0.5",76,280,"Approved","Single product class","Available",5,5.082413329865411,"Internal","SAMSUNG ELECTRONICS",49.4988188976378,"48 inch"
"LG","50QNED81SRA","Australia,New Zealand","Indonesia,South Korea",125.727,6754.5112,"LCD (LED)","0.4",80,295,"Approved","Single product class","Available",4.5,4.8485470457482105,"Internal","LG",49.4988188976378,"48 inch"
"LG","50QNED816RA","Australia,New Zealand","Indonesia,South Korea",125.727,6754.5112,"LCD (LED)","0.4",80,295,"Approved","Single product class","Available",4.5,4.8485470457482105,"Internal","LG",49.4988188976378,"48 inch"
"LG","55QNED81SRA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"LCD (LED)","0.4",94,346,"Approved","Single product class","Available",4.5,4.9432830834647525,"Internal","LG",54.63897637795275,"50 inch"
"LG","55QNED816RA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"LCD (LED)","0.4",94,346,"Approved","Single product class","Available",4.5,4.9432830834647525,"Internal","LG",54.63897637795275,"50 inch"
"LG","65QNED81SRA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.4",118,433,"Approved","Single product class","Available",5,5.328204093107946,"Internal","LG",64.52637795275591,"60 inch"
"LG","65QNED816RA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.4",118,433,"Approved","Single product class","Available",5,5.328204093107946,"Internal","LG",64.52637795275591,"60 inch"
"LG","75QNED81SRA","Australia,New Zealand","Indonesia,South Korea",189.275,15307.5663,"LCD (LED)","0.4",134,492,"Approved","Single product class","Available",5.5,5.981072460590566,"Internal","LG",74.51771653543307,"70+ inch"
"LG","75QNED816RA","Australia,New Zealand","Indonesia,South Korea",189.275,15307.5663,"LCD (LED)","0.4",134,492,"Approved","Single product class","Available",5.5,5.981072460590566,"Internal","LG",74.51771653543307,"70+ inch"
"LG","86QNED81SRA","Australia,New Zealand","Indonesia,South Korea",217.425,20200.7,"LCD (LED)","0.4",198,725,"Approved","Single product class","Available",5,5.438925989689485,"Internal","LG",85.60039370078741,"70+ inch"
"LG","86QNED816RA","Australia,New Zealand","Indonesia,South Korea",217.425,20200.7,"LCD (LED)","0.4",198,725,"Approved","Single product class","Available",5,5.438925989689485,"Internal","LG",85.60039370078741,"70+ inch"
"SAMSUNG ELECTRONICS","QA43Q60CAS","Australia,Fiji,New Zealand","Vietnam",107.987,4982.7128,"LCD (LED)","0.5",70,259,"Approved","Single product class","Available",4,4.2156364107821895,"Internal","SAMSUNG ELECTRONICS",42.514566929133856,"40 inch"
"SAMSUNG ELECTRONICS","QA43Q63CAS","Australia,Fiji,New Zealand","Vietnam",107.987,4982.7128,"LCD (LED)","0.5",70,259,"Approved","Single product class","Available",4,4.2156364107821895,"Internal","SAMSUNG ELECTRONICS",42.514566929133856,"40 inch"
"SAMSUNG ELECTRONICS","QA43Q6*CA*","Australia,Fiji,New Zealand","Vietnam",107.987,4982.7128,"LCD (LED)","0.5",70,259,"Approved","Single product class","Available",4,4.2156364107821895,"Internal","SAMSUNG ELECTRONICS",42.514566929133856,"40 inch"
"SAMSUNG ELECTRONICS","QA55Q60CAW","Australia,Fiji,New Zealand","Vietnam",138.783,8230.118400000001,"LCD (LED)","0.5",87,321,"Approved","Single product class","Available",5,5.279379069595689,"Internal","SAMSUNG ELECTRONICS",54.63897637795275,"50 inch"
"SAMSUNG ELECTRONICS","QA55Q60CAS","Australia,Fiji,New Zealand","Vietnam",138.783,8230.118400000001,"LCD (LED)","0.5",87,321,"Approved","Single product class","Available",5,5.279379069595689,"Internal","SAMSUNG ELECTRONICS",54.63897637795275,"50 inch"
"SAMSUNG ELECTRONICS","QA55Q63CAS","Australia,Fiji,New Zealand","Vietnam",138.783,8230.118400000001,"LCD (LED)","0.5",87,321,"Approved","Single product class","Available",5,5.279379069595689,"Internal","SAMSUNG ELECTRONICS",54.63897637795275,"50 inch"
"SAMSUNG ELECTRONICS","QA55Q6*CA*","Australia,Fiji,New Zealand","Vietnam",138.783,8230.118400000001,"LCD (LED)","0.5",87,321,"Approved","Single product class","Available",5,5.279379069595689,"Internal","SAMSUNG ELECTRONICS",54.63897637795275,"50 inch"
"SAMSUNG ELECTRONICS","QA50QN90CAW","Australia,Fiji,New Zealand","Vietnam",125.727,6754.5112,"LCD (LED)","0.5",94,346,"Approved","Single product class","Available",4,4.13392447306466,"Internal","SAMSUNG ELECTRONICS",49.4988188976378,"48 inch"
"SAMSUNG ELECTRONICS","QA50QN90CAS","Australia,Fiji,New Zealand","Vietnam",125.727,6754.5112,"LCD (LED)","0.5",94,346,"Approved","Single product class","Available",4,4.13392447306466,"Internal","SAMSUNG ELECTRONICS",49.4988188976378,"48 inch"
"SAMSUNG ELECTRONICS","QA50QN90CA*","Australia,Fiji,New Zealand","Vietnam",125.727,6754.5112,"LCD (LED)","0.5",94,346,"Approved","Single product class","Available",4,4.13392447306466,"Internal","SAMSUNG ELECTRONICS",49.4988188976378,"48 inch"
"SAMSUNG ELECTRONICS","QA55QN90CAW","Australia,Fiji,New Zealand","Vietnam",138.783,8230.118400000001,"LCD (LED)","0.5",113,416,"Approved","Single product class","Available",4,4.1175971780535745,"Internal","SAMSUNG ELECTRONICS",54.63897637795275,"50 inch"
"SAMSUNG ELECTRONICS","QA55QN90CAS","Australia,Fiji,New Zealand","Vietnam",138.783,8230.118400000001,"LCD (LED)","0.5",113,416,"Approved","Single product class","Available",4,4.1175971780535745,"Internal","SAMSUNG ELECTRONICS",54.63897637795275,"50 inch"
"SAMSUNG ELECTRONICS","QA55QN90CA*","Australia,Fiji,New Zealand","Vietnam",138.783,8230.118400000001,"LCD (LED)","0.5",113,416,"Approved","Single product class","Available",4,4.1175971780535745,"Internal","SAMSUNG ELECTRONICS",54.63897637795275,"50 inch"
"Sony","KD-55X85L","Australia,New Zealand","Malaysia",138.798,8228,"LCD (LED)","0.5",107,396,"Approved","Single product class","Available",4,4.337338279294821,"Internal","SONY",54.64488188976378,"50 inch"
"Sony","KD-65X85L","Australia,New Zealand","Malaysia",163.878,11481.120000000003,"LCD (LED)","0.5",144.6,533,"Approved","Single product class","Available",4,4.398186938129049,"Internal","SONY",64.51889763779526,"60 inch"
"PRISM+","Q55U","Australia","China",138.731,8226.036000000002,"LCD (LED)","-",73.254,304,"Approved","Single product class","Available",5.5,5.521179398294896,"Internal","PRISM+",54.61850393700787,"50 inch"
"SAMSUNG ELECTRONICS","QA85Q60CAW","Australia,Fiji,New Zealand","Vietnam",214.783,19712.16,"LCD (LED)","0.5",173,635,"Approved","Single product class","Available",5.5,5.926931014214825,"Internal","SAMSUNG ELECTRONICS",84.56023622047243,"70+ inch"
"SAMSUNG ELECTRONICS","QA85Q60CAS","Australia,Fiji,New Zealand","Vietnam",214.783,19712.16,"LCD (LED)","0.5",173,635,"Approved","Single product class","Available",5.5,5.926931014214825,"Internal","SAMSUNG ELECTRONICS",84.56023622047243,"70+ inch"
"SAMSUNG ELECTRONICS","QA85Q6*CA*","Australia,Fiji,New Zealand","Vietnam",214.783,19712.16,"LCD (LED)","0.5",173,635,"Approved","Single product class","Available",5.5,5.926931014214825,"Internal","SAMSUNG ELECTRONICS",84.56023622047243,"70+ inch"
"SAMSUNG ELECTRONICS","QA65QN90CAW","Australia,Fiji,New Zealand","Vietnam",163.897,11477.9975,"LCD (LED)","0.5",155,569,"Approved","Single product class","Available",4,4.10413687487484,"Internal","SAMSUNG ELECTRONICS",64.52637795275591,"60 inch"
"SAMSUNG ELECTRONICS","QA65QN90CAS","Australia,Fiji,New Zealand","Vietnam",163.897,11477.9975,"LCD (LED)","0.5",155,569,"Approved","Single product class","Available",4,4.10413687487484,"Internal","SAMSUNG ELECTRONICS",64.52637795275591,"60 inch"
"SAMSUNG ELECTRONICS","QA65QN90CA*","Australia,Fiji,New Zealand","Vietnam",163.897,11477.9975,"LCD (LED)","0.5",155,569,"Approved","Single product class","Available",4,4.10413687487484,"Internal","SAMSUNG ELECTRONICS",64.52637795275591,"60 inch"
"SAMSUNG ELECTRONICS","QA75QN90CAW","Australia,Fiji,New Zealand","Vietnam",189.338,15318.8066,"LCD (LED)","0.5",186,682,"Approved","Single product class","Available",4.5,4.520806128720297,"Internal","SAMSUNG ELECTRONICS",74.54251968503937,"70+ inch"
"SAMSUNG ELECTRONICS","QA75QN90CAS","Australia,Fiji,New Zealand","Vietnam",189.338,15318.8066,"LCD (LED)","0.5",186,682,"Approved","Single product class","Available",4.5,4.520806128720297,"Internal","SAMSUNG ELECTRONICS",74.54251968503937,"70+ inch"
"SAMSUNG ELECTRONICS","QA75QN90CA*","Australia,Fiji,New Zealand","Vietnam",189.338,15318.8066,"LCD (LED)","0.5",186,682,"Approved","Single product class","Available",4.5,4.520806128720297,"Internal","SAMSUNG ELECTRONICS",74.54251968503937,"70+ inch"
"FFALCON","FF65RU62","Australia,Fiji,New Zealand","China",163.829,11466.84,"LCD (LED)","0.392",49.7,220,"Approved","Single product class","Available",8,8.358511625413506,"Internal","FFALCON",64.4996062992126,"60 inch"
"LG","43UR8050PSB","Australia,New Zealand","Indonesia,South Korea",107.987,4982.7128,"LCD (LED)","0.4",73,269,"Approved","Single product class","Available",4,4.045865347808662,"Internal","LG",42.514566929133856,"40 inch"
"LG","43UR80006LJ","Australia,New Zealand","Indonesia,South Korea",107.987,4982.7128,"LCD (LED)","0.4",73,269,"Approved","Single product class","Available",4,4.045865347808662,"Internal","LG",42.514566929133856,"40 inch"
"LG","50UR8050PSB","Australia,New Zealand","Indonesia,South Korea",125.727,6754.5112,"LCD (LED)","0.4",78,287,"Approved","Single product class","Available",4.5,4.971755359043742,"Internal","LG",49.4988188976378,"48 inch"
"LG","50UR80006LJ","Australia,New Zealand","Indonesia,South Korea",125.727,6754.5112,"LCD (LED)","0.4",78,287,"Approved","Single product class","Available",4.5,4.971755359043742,"Internal","LG",49.4988188976378,"48 inch"
"LG","55UR8050PSB","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"LCD (LED)","0.4",97,357,"Approved","Single product class","Available",4.5,4.803028047916603,"Internal","LG",54.63897637795275,"50 inch"
"LG","55UR80006LJ","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"LCD (LED)","0.4",97,357,"Approved","Single product class","Available",4.5,4.803028047916603,"Internal","LG",54.63897637795275,"50 inch"
"LG","65UR8050PSB","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.4",127,466,"Approved","Single product class","Available",4.5,4.99905316900289,"Internal","LG",64.52637795275591,"60 inch"
"LG","65UR80006LJ","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.4",127,466,"Approved","Single product class","Available",4.5,4.99905316900289,"Internal","LG",64.52637795275591,"60 inch"
"LG","75UR8050PSB","Australia,New Zealand","Indonesia,South Korea",189.275,15307.5663,"LCD (LED)","0.4",165,605,"Approved","Single product class","Available",5,5.054540009525431,"Internal","LG",74.51771653543307,"70+ inch"
"LG","86UR8050PSB","Australia,New Zealand","Indonesia,South Korea",217.425,20200.7,"LCD (LED)","0.4",250,915,"Approved","Single product class","Available",4,4.395864655180622,"Internal","LG",85.60039370078741,"70+ inch"
"FFALCON","FF43RU62","Australia,Fiji,New Zealand","China",107.95,4977.889999999999,"LCD (LED)","0.467",36.7,160,"Approved","Single product class","Available",6,6.370326753102434,"Internal","FFALCON",42.5,"40 inch"
"FFALCON","FF50RU62","Australia,Fiji,New Zealand","China",125.638,6745.2,"LCD (LED)","0.433",43.1,190,"Approved","Single product class","Available",6,6.814552720521219,"Internal","FFALCON",49.463779527559055,"48 inch"
"SAMSUNG ELECTRONICS","QA43QN90CAW","Australia,Fiji,New Zealand","Vietnam",107.987,4982.7128,"LCD (LED)","0.5",70,259,"Approved","Single product class","Available",4,4.2156364107821895,"Internal","SAMSUNG ELECTRONICS",42.514566929133856,"40 inch"
"SAMSUNG ELECTRONICS","QA43QN90CAS","Australia,Fiji,New Zealand","Vietnam",107.987,4982.7128,"LCD (LED)","0.5",70,259,"Approved","Single product class","Available",4,4.2156364107821895,"Internal","SAMSUNG ELECTRONICS",42.514566929133856,"40 inch"
"SAMSUNG ELECTRONICS","QA43QN90CA*","Australia,Fiji,New Zealand","Vietnam",107.987,4982.7128,"LCD (LED)","0.5",70,259,"Approved","Single product class","Available",4,4.2156364107821895,"Internal","SAMSUNG ELECTRONICS",42.514566929133856,"40 inch"
"Sony","XR-75X90L","Australia,New Zealand","Malaysia",189.306,15312,"LCD (LED)","0.5",159.3,589,"Approved","Single product class","Available",5,5.175893306913336,"Internal","SONY",74.52992125984252,"70+ inch"
"PRISM+","Q65U","Australia","China",163.897,11477.9975,"LCD (LED)","-",110.448,465,"Approved","Single product class","Available",5,5.0086802835918505,"Internal","PRISM+",64.52637795275591,"60 inch"
