"Brand_Reg","Model_No","SoldIn","Country","screensize","Screen_Area","Screen_Tech","Pasv_stnd_power","Avg_mode_power","Labelled energy consumption (kWh/year)","SubmitStatus","Product Class","Availability Status","Star2","Star Rating Index","Power supply","Brand_Reg_Upper","screensize_by_inches","Screensize category"
"KOGAN","KALED65NU8020SZA","Australia,Fiji,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.0",104.08,395,"Approved","Single product class","Available",5.5,5.739877324630157,"Internal","KOGAN",64.5259842519685,"60 inch"
"Gorilla","GSTV43","Australia,Fiji,New Zealand","China",108.044,4986.2516544,"LCD (LED)","0.0",48.2,200,"Approved","Single product class","Available",5,5.376921175457228,"Internal","GORILLA",42.53700787401575,"40 inch"
"SONIQ","E24HB40A","Australia,New Zealand","China",60.678,1578.7199999999998,"LCD (LED)","0.47",21.5,86,"Approved","Single product class","Available",5,5.0615060192076395,"Internal","SONIQ",23.888976377952755,"24 inch"
"HISENSE","50S8","Australia,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.39",76.42,318,"Approved","Single product class","Available",4.5,4.512313918848999,"Internal","HISENSE",49.5003937007874,"48 inch"
"HISENSE","65S8","Australia,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.38",100.61,416,"Approved","Single product class","Available",5.5,5.50774202403524,"Internal","HISENSE",64.5259842519685,"60 inch"
"HISENSE","55S8","Australia,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.34",89.78,378,"Approved","Single product class","Available",4.5,4.546877182237033,"Internal","HISENSE",54.63897637795275,"50 inch"
"HISENSE","43S8","Australia,New Zealand","China",107.986,4982.795156,"LCD (LED)","0.3",62.75,264,"Approved","Single product class","Available",4,4.130011933246495,"Internal","HISENSE",42.51417322834646,"40 inch"
"HISENSE","75S8","Australia,New Zealand","China",189.34,15318.517823999999,"LCD (LED)","0.35",115.56,482,"Approved","Single product class","Available",6,6.0761614801848705,"Internal","HISENSE",74.54330708661418,"70+ inch"
"HISENSE","58S5","Australia,New Zealand","China",146.068,9162.865152,"LCD (LED)","0.28",74.18,298,"Approved","Single product class","Available",6,6.057762717485764,"Internal","HISENSE",57.50708661417323,"60 inch"
"STARVISION","ST32","Australia,Fiji,New Zealand","China",80.039,2736.7112736,"LCD (LED)","0.39",25.78,101,"Approved","Single product class","Available",6,6.18222134315158,"Internal","STARVISION",31.511417322834646,"32 inch"
"kogan","KALED82XR9210STA","Australia,Fiji,New Zealand","China",206.934,18266.600000000002,"LCD (LED)","0.36",233,853,"Approved","Single product class","Available",4,4.275148512260399,"Internal","KOGAN",81.47007874015748,"70+ inch"
"KOGAN","KALED24EH7500SVA","Australia,Fiji,New Zealand","China",59.824,1528.86953664,"LCD (LED)","0.0",18.4,84,"Approved","Single product class","Available",5,5.067844048828729,"EPS","KOGAN",23.55275590551181,"24 inch"
"Polaroid","PL32HDNF","Australia","China",79.967,2732.2400000000002,"LCD","0.35",28,104,"Approved","Single product class","Available",6,6.04521473860549,"Internal","POLAROID",31.48307086614173,"32 inch"
"AKAI","AK3221NF","Australia","China",79.967,2732.2400000000002,"LCD","0.35",28,104,"Approved","Single product class","Available",6,6.04521473860549,"Internal","AKAI",31.48307086614173,"32 inch"
"kogan","KALED50XU9210STB","Australia,Fiji,New Zealand","China",125.638,6745.2,"LCD (LED)","0.38",70,258,"Approved","Single product class","Available",5,5.443527158907108,"Internal","KOGAN",49.463779527559055,"48 inch"
"kogan","KALED50RU8020STA","Australia,Fiji,New Zealand","China",125.638,6745.2,"LCD (LED)","0.38",67,247,"Approved","Single product class","Available",5.5,5.6387882275646,"Internal","KOGAN",49.463779527559055,"48 inch"
"SMTV","50SM19-1","Australia,Fiji,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.384",75.2,280,"Approved","Single product class","Available",5,5.082627418214837,"Internal","SMTV",49.5003937007874,"48 inch"
"KOGAN","KALED43RF9000SUA","Australia,Fiji,New Zealand","China",107.953,4979.729715840001,"LCD (LED)","0.3",45.5,185,"Approved","Single product class","Available",5.5,5.72115689900204,"Internal","KOGAN",42.5011811023622,"40 inch"
"KOGAN","KALED32RH9000SUA","Australia,Fiji,New Zealand","China",80.039,2736.7112736,"LCD (LED)","0.283",29.7,116,"Approved","Single product class","Available",5.5,5.561680559205171,"Internal","KOGAN",31.511417322834646,"32 inch"
"AKAI","AK4021NF","Australia","China",100.305,4258.3,"LCD","0.45",40,149,"Approved","Single product class","Available",6,6.082256469696936,"Internal","AKAI",39.49015748031496,"40 inch"
"Polaroid","PL55UHDG","Australia,Fiji,New Zealand","China",138.897,8252.2,"LCD (LED)","0.34",72.3,273,"Approved","Single product class","Available",6,6.016298854719112,"Internal","POLAROID",54.68385826771653,"50 inch"
"SAMSUNG ELECTRONICS","QA50Q60TAS","Australia,Fiji,New Zealand","Vietnam",125.725,6751.36,"LCD (LED)","0.5",81,299,"Approved","Single product class","Available",4.5,4.7862955846843445,"Internal","SAMSUNG ELECTRONICS",49.49803149606299,"48 inch"
"Linsar","LS50UHDSM20","Australia,Fiji,New Zealand","China",125.727,6754.5112,"LCD (LED)","0.0",61.2,225,"Approved","Single product class","Available",6,6.0624515145983064,"Internal","LINSAR",49.4988188976378,"48 inch"
"Palsonic","PT4015SF","Australia","China",100.314,4270.990000000001,"LCD (LED)","0.0",47.23,175,"Approved","Single product class","Available",5,5.372920452520654,"Internal","PALSONIC",39.49370078740157,"40 inch"
"kogan","KAQLED75XR9510STA","Australia,Fiji,New Zealand","China",189.306,15312,"LCD (LED)","0.4",166,608,"Approved","Single product class","Available",5,5.0336140515748085,"Internal","KOGAN",74.52992125984252,"70+ inch"
"HISENSE","75Q8","Australia,New Zealand","China",189.34,15318.517823999999,"LCD (LED)","0.25",145.09,598,"Approved","Single product class","Available",5,5.109758289817168,"Internal","HISENSE",74.54330708661418,"70+ inch"
"kogan","KALED65XU9250STA","Australia,Fiji,New Zealand","China",163.829,11466.84,"LCD (LED)","0.4",116,426,"Approved","Single product class","Available",5,5.397136331235652,"Internal","KOGAN",64.4996062992126,"60 inch"
"EKO","K650USN","Australia","China",163.897,11477.9975,"LCD (LED)","0.44",135.11,496,"Approved","Single product class","Available",4.5,4.719456056597748,"Internal","EKO",64.52637795275591,"60 inch"
"SVISION","SVU6500G","Australia","China",163.742,11458.81,"LCD (LED)","0.395",132.61,520,"Approved","Single product class","Available",4.5,4.500629776686056,"Internal","SVISION",64.46535433070866,"60 inch"
"HISENSE","65Q8","Australia,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.34",130.15,520,"Approved","Single product class","Available",4.5,4.507742024035239,"Internal","HISENSE",64.5259842519685,"60 inch"
"LAD","HL-43A6KS","Australia,Fiji,New Zealand","China",107.953,4979.729715840001,"LCD (LED)","0.29",53.14,199,"Approved","Single product class","Available",5,5.394241784419823,"Internal","LAD",42.5011811023622,"40 inch"
"STARVISION","ST40","Australia","China",100.314,4270.990000000001,"LCD (LED)","0.0",47.23,175,"Approved","Single product class","Available",5,5.372920452520654,"Internal","STARVISION",39.49370078740157,"40 inch"
"HISENSE","32S4","Australia,New Zealand","China",80.039,2736.7112736,"LCD (LED)","0.33",25.08,104,"Approved","Single product class","Available",6,6.051048463058365,"Internal","HISENSE",31.511417322834646,"32 inch"
"HISENSE","40S4","Australia,New Zealand","China",100.332,4261.934154240001,"LCD (LED)","0.34",32.12,144,"Approved","Single product class","Available",6,6.238504023558243,"Internal","HISENSE",39.5007874015748,"40 inch"
"HISENSE","85Q8","Australia,New Zealand","China",214.783,19712.16,"LCD (LED)","0.25",209.07,860,"Approved","Single product class","Available",4.5,4.5676831732240135,"Internal","HISENSE",84.56023622047243,"70+ inch"
"SVISION","SVU5800G","Australia","China",146.126,9163.909999999998,"LCD (LED)","0.389",101.71,420,"Approved","Single product class","Available",4.5,4.520387811337665,"Internal","SVISION",57.529921259842524,"60 inch"
"THOMSON","STVLED43UHD","Australia","China",107.978,4982.1834,"LCD (LED)","0.28",58.25,215,"Approved","Single product class","Available",5,5.04961468920546,"Internal","THOMSON",42.51102362204724,"40 inch"
"BAUHN","ATV24FHDC-0620","Australia,Fiji,New Zealand","China",59.827,1529.038,"LCD (LED)","0.0",17.8,67,"Approved","Single product class","Available",6,6.081540150720054,"Internal","BAUHN",23.553937007874016,"24 inch"
"HISENSE","49S4","Australia,New Zealand","China",124.764,6685.6224,"LCD (LED)","0.23",49.52,212,"Approved","Single product class","Available",6,6.287554777320878,"Internal","HISENSE",49.119685039370076,"48 inch"
"AKAI","AK6520NF","Australia,Fiji,New Zealand","China",163.896,11478.122496000002,"LCD","0.0",98.15,368,"Approved","Single product class","Available",6,6.057174536739563,"Internal","AKAI",64.5259842519685,"60 inch"
"AKAI","AK5520NF","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.0",65.23,251,"Approved","Single product class","Available",6,6.381755466087895,"Internal","AKAI",54.63897637795275,"50 inch"
"PHILIPS","43PUT6504/75","Australia,Fiji,New Zealand","China",107.942,4978.7136,"LCD (LED)","0.29",60.18,244,"Approved","Single product class","Available",4,4.4798424777837305,"Internal","PHILIPS",42.49685039370078,"40 inch"
"PHILIPS","43PUT6504/79","Australia,Fiji,New Zealand","China",107.942,4978.7136,"LCD (LED)","0.29",60.18,244,"Approved","Single product class","Available",4,4.4798424777837305,"Internal","PHILIPS",42.49685039370078,"40 inch"
"PHILIPS","43PUT6504/7*","Australia,Fiji,New Zealand","China",107.942,4978.7136,"LCD (LED)","0.29",60.18,244,"Approved","Single product class","Available",4,4.4798424777837305,"Internal","PHILIPS",42.49685039370078,"40 inch"
"HISENSE","85S8","Australia,New Zealand","China",214.783,19712.16,"LCD (LED)","0.38",179.61,762,"Approved","Single product class","Available",5,5.109871521703537,"Internal","HISENSE",84.56023622047243,"70+ inch"
"HISENSE","55Q8","Australia,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.28",117.55,476,"Approved","Single product class","Available",3.5,3.513803820922501,"Internal","HISENSE",54.63897637795275,"50 inch"
"SAMSUNG ELECTRONICS","HG43TS030AK","Australia,Fiji,New Zealand","Vietnam",107.95,4977.889999999999,"LCD (LED)","0.5",90,332,"Approved","Single product class","Available",3,3.0990641538315313,"Internal","SAMSUNG ELECTRONICS",42.5,"40 inch"
"SAMSUNG ELECTRONICS","HG50TS030AK","Australia,Fiji,New Zealand","Vietnam",125.725,6751.36,"LCD (LED)","0.5",128,470,"Approved","Single product class","Available",2.5,2.7593980174024337,"Internal","SAMSUNG ELECTRONICS",49.49803149606299,"48 inch"
"SAMSUNG ELECTRONICS","HG55TS030AK","Australia,Fiji,New Zealand","Vietnam",138.798,8228,"LCD (LED)","0.5",135,496,"Approved","Single product class","Available",3,3.3282940378441888,"Internal","SAMSUNG ELECTRONICS",54.64488188976378,"50 inch"
"SAMSUNG ELECTRONICS","HG65TS030AK","Australia,Fiji,New Zealand","Vietnam",163.878,11481.120000000003,"LCD (LED)","0.5",151,554,"Approved","Single product class","Available",4,4.225010243782075,"Internal","SAMSUNG ELECTRONICS",64.51889763779526,"60 inch"
"SAMSUNG ELECTRONICS","HG75TS030AK","Australia,Fiji,New Zealand","Vietnam",189.579,15363.599999999999,"LCD (LED)","0.5",176,645,"Approved","Single product class","Available",4.5,4.783290449275672,"Internal","SAMSUNG ELECTRONICS",74.63740157480315,"70+ inch"
"CHiQ","U58H10","Australia,Fiji,New Zealand","China",146.039,9156.699999999999,"LCD (LED)","0.0",112,411,"Approved","Single product class","Available",4.5,4.614185305103671,"Internal","CHIQ",57.49566929133858,"60 inch"
"SVISION","SVU5000G","Australia","China",126.074,6776,"LCD (LED)","0.45",78.05,288,"Approved","Single product class","Available",4.5,4.9690670538782555,"Internal","SVISION",49.63543307086614,"48 inch"
"CHiQ","U65H10","Australia,Fiji,New Zealand","China",163.829,11466.84,"LCD (LED)","0.0",138,506,"Approved","Single product class","Available",4.5,4.62589592565582,"Internal","CHIQ",64.4996062992126,"60 inch"
"CHiQ","L40K5","Australia,Fiji,New Zealand","China",100.305,4258.3,"LCD (LED)","0.0",50,184,"Approved","Single product class","Available",5,5.136724096384335,"Internal","CHIQ",39.49015748031496,"40 inch"
"CHiQ","L32K5","Australia,Fiji,New Zealand","China",79.967,2732.2400000000002,"LCD (LED)","0.0",34,126,"Approved","Single product class","Available",5,5.185270515794846,"Internal","CHIQ",31.48307086614173,"32 inch"
"DEVANTi","STV-668-HD-32-BK","Australia,Fiji,New Zealand","China",80.039,2736.7112736,"LCD (LED)","0.39",25.78,101,"Approved","Single product class","Available",6,6.18222134315158,"Internal","DEVANTI",31.511417322834646,"32 inch"
"DGTEC","DG55UHDNF","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.0",65.23,251,"Approved","Single product class","Available",6,6.381755466087895,"Internal","DGTEC",54.63897637795275,"50 inch"
"DGTEC","DG65UHDNF","Australia,Fiji,New Zealand","China",163.896,11478.122496000002,"LCD","0.0",98.15,368,"Approved","Single product class","Available",6,6.057174536739563,"Internal","DGTEC",64.5259842519685,"60 inch"
"PHILIPS","50PUT8215/79","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD","0.42",69.15,280,"Approved","Single product class","Available",5.5,5.891771940265505,"Internal","PHILIPS",54.63897637795275,"50 inch"
"EKO","K580USN","Australia","China",146.059,9161.78,"LCD (LED)","0.45",100.21,369,"Approved","Single product class","Available",5,5.0995760131951915,"Internal","EKO",57.50354330708661,"60 inch"
"EKO","K650USNP","Australia","China",163.888,11477.194,"LCD (LED)","0.41",122.1,448,"Approved","Single product class","Available",5,5.175291386032454,"Internal","EKO",64.52283464566929,"60 inch"
"EKO","K750USN","Australia","China",189.333,15317.1564,"LCD (LED)","0.38",160.91,590,"Approved","Single product class","Available",5,5.169734141369045,"Internal","EKO",74.54055118110236,"70+ inch"
"kogan","KALED40RF9210STA","Australia,Fiji,New Zealand","China",100.305,4258.3,"LCD (LED)","0.3",40,148,"Approved","Single product class","Available",6,6.112434496987815,"Internal","KOGAN",39.49015748031496,"40 inch"
"kogan","KALED40RF9220STA","Australia,Fiji,New Zealand","China",100.305,4258.3,"LCD (LED)","0.3",40,148,"Approved","Single product class","Available",6,6.112434496987815,"Internal","KOGAN",39.49015748031496,"40 inch"
"kogan","KALED32RH9210STA","Australia,Fiji,New Zealand","China",79.967,2732.2400000000002,"LCD (LED)","0.3",28,104,"Approved","Single product class","Available",6,6.04521473860549,"Internal","KOGAN",31.48307086614173,"32 inch"
"TEAC","LE32E121","Australia,Fiji,New Zealand","China",80.039,2736.7112736,"LCD (LED)","0.39",25.78,101,"Approved","Single product class","Available",6,6.18222134315158,"Internal","TEAC",31.511417322834646,"32 inch"
"THOMSON","STVLED43FHDA","Australia","China",107.951,4979.2428,"LCD (LED)","0.37",58.91,217,"Approved","Single product class","Available",5,5.0058001026805545,"Internal","THOMSON",42.5003937007874,"40 inch"
"kogan","KALED50XU9220STA","Australia,Fiji,New Zealand","China",125.638,6745.2,"LCD (LED)","0.38",70,258,"Approved","Single product class","Available",5,5.443527158907108,"Internal","KOGAN",49.463779527559055,"48 inch"
"PHILIPS","43PFT5545/79","Australia,Fiji,New Zealand","China",107.942,4978.7136,"LCD (LED)","0.4",66.5,270,"Approved","Single product class","Available",4,4.026081958562644,"Internal","PHILIPS",42.49685039370078,"40 inch"
"PHILIPS","43PFT5545/75","Australia,Fiji,New Zealand","China",107.942,4978.7136,"LCD (LED)","0.4",66.5,270,"Approved","Single product class","Available",4,4.026081958562644,"Internal","PHILIPS",42.49685039370078,"40 inch"
"PHILIPS","43PFT5545/7*","Australia,Fiji,New Zealand","China",107.942,4978.7136,"LCD (LED)","0.4",66.5,270,"Approved","Single product class","Available",4,4.026081958562644,"Internal","PHILIPS",42.49685039370078,"40 inch"
"PHILIPS","32PHT5545/75","Australia,Fiji,New Zealand","China",80.043,2737.0770999999995,"LCD (LED)","0.4",34.4,141,"Approved","Single product class","Available",4.5,4.687520104711786,"Internal","PHILIPS",31.512992125984255,"32 inch"
"PHILIPS","32PHT5545/79","Australia,Fiji,New Zealand","China",80.043,2737.0770999999995,"LCD (LED)","0.4",34.4,141,"Approved","Single product class","Available",4.5,4.687520104711786,"Internal","PHILIPS",31.512992125984255,"32 inch"
"PHILIPS","32PHT5545/7*","Australia,Fiji,New Zealand","China",80.043,2737.0770999999995,"LCD (LED)","0.4",34.4,141,"Approved","Single product class","Available",4.5,4.687520104711786,"Internal","PHILIPS",31.512992125984255,"32 inch"
"PHILIPS","55PUT8215/79","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.47",80.62,327,"Approved","Single product class","Available",5,5.196387436370489,"Internal","PHILIPS",54.63897637795275,"50 inch"
"PHILIPS","55PUT8215/75","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.47",80.62,327,"Approved","Single product class","Available",5,5.196387436370489,"Internal","PHILIPS",54.63897637795275,"50 inch"
"PHILIPS","55PUT8215/7*","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.47",80.62,327,"Approved","Single product class","Available",5,5.196387436370489,"Internal","PHILIPS",54.63897637795275,"50 inch"
"PHILIPS","70PUT8215/75","Australia,Fiji,New Zealand","China",176.566,13118.7698,"LCD (LED)","0.43",146.23,590,"Approved","Single product class","Available",4.5,4.50814462528128,"Internal","PHILIPS",69.51417322834645,"70+ inch"
"PHILIPS","70PUT8215/79","Australia,Fiji,New Zealand","China",176.566,13118.7698,"LCD (LED)","0.43",146.23,590,"Approved","Single product class","Available",4.5,4.50814462528128,"Internal","PHILIPS",69.51417322834645,"70+ inch"
"PHILIPS","70PUT8215/7*","Australia,Fiji,New Zealand","China",176.566,13118.7698,"LCD (LED)","0.43",146.23,590,"Approved","Single product class","Available",4.5,4.50814462528128,"Internal","PHILIPS",69.51417322834645,"70+ inch"
"kogan","KALED43XU9210STA","Australia,Fiji,New Zealand","China",107.863,4972.599999999999,"LCD (LED)","0.43",70,258,"Approved","Single product class","Available",4,4.22499101503943,"Internal","KOGAN",42.46574803149606,"40 inch"
"kogan","KALED55XU9220STA","Australia,Fiji,New Zealand","China",138.711,8221.2,"LCD (LED)","0.42",87,320,"Approved","Single product class","Available",5,5.2888840563711685,"Internal","KOGAN",54.61062992125985,"50 inch"
"SAMSUNG ELECTRONICS","HG43AT690UK","Australia,Fiji,New Zealand","Vietnam",107.95,4977.889999999999,"LCD (LED)","0.5",69,255,"Approved","Single product class","Available",4,4.281582860753533,"Internal","SAMSUNG ELECTRONICS",42.5,"40 inch"
"SAMSUNG ELECTRONICS","HG50AT690UK","Australia,Fiji,New Zealand","Vietnam",125.725,6751.36,"LCD (LED)","0.5",85,313,"Approved","Single product class","Available",4.5,4.581227515811351,"Internal","SAMSUNG ELECTRONICS",49.49803149606299,"48 inch"
"SAMSUNG ELECTRONICS","HG55AT690UK","Australia,Fiji,New Zealand","Vietnam",138.798,8228,"LCD (LED)","0.5",91,335,"Approved","Single product class","Available",5,5.0870067256567815,"Internal","SAMSUNG ELECTRONICS",54.64488188976378,"50 inch"
"Kogan","KALED40GF7400GA","Australia,Fiji,New Zealand","China",100.333,4262.2974,"LCD (LED)","0.35",40,148,"Approved","Single product class","Available",6,6.116045745201182,"Internal","KOGAN",39.5011811023622,"40 inch"
"BLAUPUNKT","BP420FSG9200","Australia","China",105.396,4684.68,"LCD (LED)","0.36",57.6,230,"Approved","Single product class","Available",4.5,4.506395613917393,"Internal","BLAUPUNKT",41.494488188976376,"40 inch"
"SAMSUNG ELECTRONICS","HG65AT690UK","Australia,Fiji,New Zealand","Vietnam",163.878,11481.120000000003,"LCD (LED)","0.5",116,426,"Approved","Single product class","Available",5,5.402392870035829,"Internal","SAMSUNG ELECTRONICS",64.51889763779526,"60 inch"
"SAMSUNG ELECTRONICS","HG75AT690UK","Australia,Fiji,New Zealand","Vietnam",189.579,15363.599999999999,"LCD (LED)","0.5",154,565,"Approved","Single product class","Available",5,5.376740651485925,"Internal","SAMSUNG ELECTRONICS",74.63740157480315,"70+ inch"
"PHILIPS","65PUT8215/79","Australia,Fiji,New Zealand","China",163.897,11477.9975,"LCD","0.42",109.33,442,"Approved","Single product class","Available",5,5.236011627970378,"Internal","PHILIPS",64.52637795275591,"60 inch"
"PHILIPS","65PUT8215/75","Australia,Fiji,New Zealand","China",163.897,11477.9975,"LCD","0.42",109.33,442,"Approved","Single product class","Available",5,5.236011627970378,"Internal","PHILIPS",64.52637795275591,"60 inch"
"PHILIPS","65PUT8215/7*","Australia,Fiji,New Zealand","China",163.897,11477.9975,"LCD","0.42",109.33,442,"Approved","Single product class","Available",5,5.236011627970378,"Internal","PHILIPS",64.52637795275591,"60 inch"
"BLAUPUNKT","BP320HSG9200","Australia","China",79.494,2715.6299999999997,"LCD (LED)","0.29",30,130,"Approved","Single product class","Available",5,5.0234767231711315,"Internal","BLAUPUNKT",31.296850393700787,"32 inch"
"BAUHN","ATV65UHDG-0620","Australia","China",164.101,11511.5,"LCD","0.44",96.72,371,"Approved","Single product class","Available",6,6.033054772910929,"Internal","BAUHN",64.60669291338583,"60 inch"
"kogan","KALED65XU9250STB","Australia,Fiji,New Zealand","China",163.829,11466.84,"LCD (LED)","0.4",116,426,"Approved","Single product class","Available",5,5.397136331235652,"Internal","KOGAN",64.4996062992126,"60 inch"
"kogan","KALED65XU9210STB","Australia,Fiji,New Zealand","China",163.829,11466.84,"LCD (LED)","0.4",140,514,"Approved","Single product class","Available",4.5,4.555597698011271,"Internal","KOGAN",64.4996062992126,"60 inch"
"EKO","K320SN","Australia","China",80.029,2735.9872,"LCD (LED)","0.33",32.03,119,"Approved","Single product class","Available",5,5.446310913555563,"Internal","EKO",31.507480314960628,"32 inch"
"KOGAN","KALED40GF7500VA","Australia,Fiji,New Zealand","China",100.332,4261.934154240001,"LCD (LED)","0.29",48.42,178,"Approved","Single product class","Available",5,5.288576277640065,"Internal","KOGAN",39.5007874015748,"40 inch"
"KOGAN","KALED50JU8300VA","Australia,Fiji,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.36",67.72,261,"Approved","Single product class","Available",5,5.39753320613792,"Internal","KOGAN",49.5003937007874,"48 inch"
"Kogan","KALED43JU8300GA","Australia,Fiji,New Zealand","China",107.987,4982.7128,"LCD (LED)","0.32",49.9,184,"Approved","Single product class","Available",5.5,5.74779946042879,"Internal","KOGAN",42.514566929133856,"40 inch"
"JVC","LT-32N3105AC","Fiji","China",79.967,2732.2400000000002,"LCD (LED)","0.35",28,104,"Approved","Single product class","Available",6,6.04521473860549,"Internal","JVC",31.48307086614173,"32 inch"
"LG","75NANO85TNA","Australia,New Zealand","Indonesia,South Korea",189.275,15307.5663,"LCD (LED)","0.37",161,590,"Approved","Single product class","Available",5,5.167050189556242,"Internal","LG",74.51771653543307,"70+ inch"
"LG","75NANO85VNA","Australia,New Zealand","Indonesia,South Korea",189.275,15307.5663,"LCD (LED)","0.37",161,590,"Approved","Single product class","Available",5,5.167050189556242,"Internal","LG",74.51771653543307,"70+ inch"
"KOGAN","KALED43RF9100SUA","Australia,Fiji,New Zealand","China",107.912,4982,"LCD (LED)","0.294",60.546,223,"Approved","Single product class","Available",4.5,4.885746998927755,"Internal","KOGAN",42.485039370078745,"40 inch"
"KOGAN","KALED58RU9210SUB","Australia,Fiji,New Zealand","China",146.126,9163.909999999998,"LCD (LED)","0.389",101.71,420,"Approved","Single product class","Available",4.5,4.520387811337665,"Internal","KOGAN",57.529921259842524,"60 inch"
"KOGAN","KALED58RU9210SUC","Australia,Fiji,New Zealand","China",146.126,9163.909999999998,"LCD (LED)","0.389",101.71,420,"Approved","Single product class","Available",4.5,4.520387811337665,"Internal","KOGAN",57.529921259842524,"60 inch"
"KOGAN","KALED58RU9210SUB    KALED58RU9210SUC","Australia,Fiji,New Zealand","China",146.126,9163.909999999998,"LCD (LED)","0.389",101.71,420,"Approved","Single product class","Available",4.5,4.520387811337665,"Internal","KOGAN",57.529921259842524,"60 inch"
"MITSUMARU","M3227","Australia,Fiji,New Zealand","China",80.623,2800,"LCD (LED)","0.0",35.3,131,"Approved","Single product class","Available",5,5.0984772005101,"Internal","MITSUMARU",31.741338582677166,"32 inch"
"KOGAN","KALED24DH5100VA","Australia,Fiji,New Zealand","China",59.824,1528.86807072,"LCD (LED)","0.0",16.07,68,"Approved","Single product class","Available",6,6.014805925255865,"EPS","KOGAN",23.55275590551181,"24 inch"
"AKAI","AK3220HD","Australia,Fiji,New Zealand","China",80.043,2737.0770999999995,"LCD (LED)","0.0",27.1,101,"Approved","Single product class","Available",6,6.182698305345105,"Internal","AKAI",31.512992125984255,"32 inch"
"DEVANTi","STV-316-FHD-40-BK","Australia","China",100.314,4270.990000000001,"LCD (LED)","0.0",47.23,175,"Approved","Single product class","Available",5,5.372920452520654,"Internal","DEVANTI",39.49370078740157,"40 inch"
"LG","55NANO95TNA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"LCD (LED)","0.33",156,572,"Approved","Single product class","Available",2.5,2.690472220854529,"Internal","LG",54.63897637795275,"50 inch"
"LG","55NANO95VNA","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"LCD (LED)","0.33",156,572,"Approved","Single product class","Available",2.5,2.690472220854529,"Internal","LG",54.63897637795275,"50 inch"
"kogan","KALED43XT9310STB","Australia,Fiji,New Zealand","China",107.863,4972.599999999999,"LCD (LED)","0.43",72,265,"Approved","Single product class","Available",4,4.105022318176175,"Internal","KOGAN",42.46574803149606,"40 inch"
"kogan","KALED50XT9310STB","Australia,Fiji,New Zealand","China",125.638,6745.2,"LCD (LED)","0.42",83,305,"Approved","Single product class","Available",4.5,4.693551680341095,"Internal","KOGAN",49.463779527559055,"48 inch"
"Hitachi","32HDSM8","Australia,Fiji,New Zealand","China",79.967,2732.2400000000002,"LCD","0.35",28,104,"Approved","Single product class","Available",6,6.04521473860549,"Internal","HITACHI",31.48307086614173,"32 inch"
"PHILIPS","58PUT7605/79","Australia","China",146.068,9162.501400000001,"LCD (LED)","0.28",93.1,376,"Approved","Single product class","Available",5,5.015686726669144,"Internal","PHILIPS",57.50708661417323,"60 inch"
"SONIQ","G75UW40A","Australia,New Zealand","China",189.579,15363.599999999999,"LCD","0.33",232.36,855,"Approved","Single product class","Available",3.5,3.5201970258672066,"Internal","SONIQ",74.63740157480315,"70+ inch"
"SONIQ","G55UW40A","Australia,New Zealand","China",138.984,8259.02,"LCD","0.41",128.74,476,"Approved","Single product class","Available",3.5,3.5282836321416333,"Internal","SONIQ",54.718110236220475,"50 inch"
"SONIQ","G65UW40A","Australia,New Zealand","China",164.101,11511.5,"LCD","0.44",168.23,619,"Approved","Single product class","Available",3.5,3.7390014289433626,"Internal","SONIQ",64.60669291338583,"60 inch"
"Gorilla","GSTV32V2","Australia,Fiji,New Zealand","China",80.039,2736.7112736,"LCD (LED)","0.39",25.78,101,"Approved","Single product class","Available",6,6.18222134315158,"Internal","GORILLA",31.511417322834646,"32 inch"
"Hitachi","55QLEDSM20","Australia,Fiji,New Zealand","China",138.76,8233.289999999999,"LCD (LED)","0.38",67.9,271,"Approved","Single product class","Available",6,6.03977471219077,"Internal","HITACHI",54.62992125984252,"50 inch"
"Hitachi","65QLEDSM20","Australia,Fiji,New Zealand","China",163.927,11495.400000000001,"LCD (LED)","0.34",96.9,370,"Approved","Single product class","Available",6,6.039238202557552,"Internal","HITACHI",64.53818897637795,"60 inch"
"Hitachi","50QLEDSM20","Australia,Fiji,New Zealand","China",125.687,6756.150000000001,"LCD (LED)","0.33",58,226,"Approved","Single product class","Available",6,6.043563266922346,"Internal","HITACHI",49.48307086614173,"48 inch"
